{7.047622, 11.028197, 18.075819, 7.533985, 11.572040, 19.106025, -0.486363, -0.543844, -1.030207}
{7.206295, 11.470237, 18.676532, 7.734002, 12.074416, 19.808418, -0.527707, -0.604178, -1.131886}
{7.358540, 11.913949, 19.272489, 7.928562, 12.582249, 20.510811, -0.570022, -0.668300, -1.238322}
{7.504541, 12.359264, 19.863805, 8.117664, 13.095540, 21.213203, -0.613122, -0.736276, -1.349399}
{0.051960, 0.090115, 0.142076, 0.070608, 0.070813, 0.141421, -0.018648, 0.019302, 0.000655}
{0.399564, 0.444796, 0.844360, 0.418259, 0.425555, 0.843814, -0.018695, 0.019241, 0.000546}
{0.742138, 0.804538, 1.546676, 0.760856, 0.785351, 1.546207, -0.018717, 0.019187, 0.000470}
{1.079322, 1.168980, 2.248301, 1.098397, 1.150202, 2.248600, -0.019076, 0.018777, -0.000298}
{1.410943, 1.537950, 2.948893, 1.430884, 1.520109, 2.950992, -0.019941, 0.017841, -0.002100}
{1.736843, 1.911287, 3.648130, 1.758315, 1.895070, 3.653385, -0.021473, 0.016217, -0.005255}
